SSDSE-A-2022,prefecture,municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2108,C210832,C210833,C210835,C210836,C210837,C210838,C210839,C210840,C210841,C210844,C210845,C210846,C210847,C210848,C210849,C210850,C210851,C210852,C2208,C220832,C220833,C220835,C220836,C220837,C220838,C220839,C220840,C220841,C220844,C220845,C220846,C220847,C220848,C220849,C220850,C220851,C220852,C310201,C310202,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3901,E3904,E3905,E3906,E4101,E4501,F1102,F110201,F110202,F1107,F110701,F110702,F1108,F110801,F110802,F2201,F2211,F2221,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J250302
R08210,àÔèÈåß,â∫ç»és,42521,21412,21109,40061,20100,19961,5034,2625,2409,24731,12921,11810,12043,5457,6586,5723,2295,3428,1948,248,488,1068,1240,16407,16283,41708,8837,4745,3844,1723,1445,163,69,8088,7705,2171,20,0,0,317,283,0,4,84,543,32,118,51,202,188,49,109,18,153,19570,210,0,0,1665,5620,0,16,1690,4137,313,293,182,1401,834,206,1764,230,1009,1278,613,93.1,7.8,18619045,6005049,17645904,5859961,1992275,2436188,6875,9,359,9,165,2157,3,92,1134,0,0,0,0,2,1663,21599,12085,9514,878,572,306,12177,4521,7656,1266,7663,11857,3,1,43498,5596,423,168,11,3,26,20,36,19,65,7
R08211,àÔèÈåß,èÌëçés,60834,30465,30369,55681,27724,27957,6942,3554,3388,35001,18417,16584,18316,8119,10197,8851,3493,5358,4755,273,690,1367,1712,22289,22253,59536,11916,6001,5609,2406,2073,186,90,12364,11762,2789,21,1,0,432,450,3,7,143,679,24,94,82,223,240,58,142,28,162,31158,204,1,0,2200,12450,105,13,2753,4755,378,241,566,1304,1327,324,2653,195,1689,1949,1041,92.5,10.2,24073305,9417610,23165164,8135643,2831045,2449972,48930,6,307,14,253,3023,5,138,1621,0,0,0,0,3,1977,30681,17144,13537,1092,706,386,17956,6690,11266,1437,11252,16506,12,1,63018,10518,486,182,10,3,29,27,60,32,104,14
R08212,àÔèÈåß,èÌó§ëæìcés,48602,23705,24897,48398,23613,24785,4303,2222,2081,25419,12778,12641,18808,8662,10146,9946,4085,5861,174,212,771,828,1153,19243,19206,47466,12339,4433,6749,3614,2865,119,39,37199,12440,1794,18,0,4,285,218,1,9,33,443,28,35,45,173,200,37,122,21,122,13055,143,0,23,1318,2388,5,62,384,2983,267,53,172,858,1068,119,2434,249,529,2547,2019,91.3,1.9,26625580,5410983,24858493,7241174,2850006,3550792,327190,4,152,12,169,1805,8,138,1050,0,0,0,0,4,1295,23495,13244,10251,919,636,283,19108,7188,11920,1806,6215,14868,15,1,51269,3027,365,135,8,4,20,19,41,25,58,11
R08214,àÔèÈåß,çÇîãés,27699,13804,13895,27265,13575,13690,2686,1371,1315,14805,7748,7057,9900,4530,5370,4848,2063,2785,194,150,413,638,845,11608,11576,26673,6957,3530,3691,2002,1664,81,39,19358,3908,1146,8,0,0,106,91,0,2,28,313,16,65,33,152,147,37,90,7,51,10635,87,0,0,486,3169,0,21,310,2199,171,148,302,693,581,131,1832,91,414,347,290,97.5,10.2,13083027,3942047,12594115,4571048,1106025,1325104,106184,4,109,4,82,1212,3,58,602,0,0,0,0,2,734,12309,7030,5279,714,454,260,10778,4284,6494,360,4741,7145,7,1,28391,2639,273,129,4,3,18,14,42,17,91,5
R08215,àÔèÈåß,ñkàÔèÈés,41801,20760,21041,41248,20485,20763,4368,2198,2170,22846,11836,11010,14335,6561,7774,6960,2827,4133,341,203,637,772,1032,17042,17011,40786,10339,4779,5210,2585,2401,123,63,18679,5952,1658,3,5,0,202,243,0,5,43,417,24,65,40,185,175,42,115,12,82,17044,9,286,0,1066,6948,0,37,635,2743,251,140,158,1363,684,274,1689,103,658,818,460,99.6,9.9,24401312,5950857,23057580,6307984,2228592,3028115,81759,4,535,11,163,1879,5,102,1004,0,0,0,0,1,273,19821,11248,8573,829,586,243,14545,5486,9059,703,8222,10217,9,1,42122,4721,349,136,7,3,20,14,39,19,61,5
R08216,àÔèÈåß,ä}ä‘és,73173,35783,37390,71749,35122,36627,8235,4230,4005,40639,20694,19945,23420,10449,12971,11468,4661,6807,672,405,1029,1837,1964,28918,28861,71571,17022,8001,8199,4029,3353,247,104,24040,13993,3383,19,0,4,460,454,2,10,90,844,36,159,116,348,312,104,209,17,199,26818,128,0,27,2066,7123,9,24,1549,5367,400,368,505,2191,1846,561,2807,312,1535,2580,1279,90.5,7.8,31538855,9552404,30501951,10789208,2811833,4365824,15919,5,731,10,244,3441,5,147,1748,1,27,116,63,2,713,35191,19310,15881,1266,844,422,22821,8426,14395,2016,8808,22990,15,3,75316,14387,714,286,11,4,41,35,239,51,151,10
R08217,àÔèÈåß,éÊéËés,104524,51476,53048,102280,50389,51891,10593,5474,5119,56760,29042,27718,36052,16262,19790,18209,8018,10191,1392,554,1228,3400,3175,45447,45348,103072,27842,14161,14310,7698,6129,312,144,6994,6795,2978,9,0,1,287,132,2,17,54,778,51,190,126,385,328,165,263,19,171,30489,112,0,1,1308,7653,110,159,1310,6284,677,555,546,2327,1305,1262,4660,284,1936,964,286,97.1,7.1,42775189,13570575,41885944,15958060,5990248,5375573,14974,6,382,15,325,5082,8,231,3184,0,0,0,0,7,4699,45276,25261,20015,1932,1300,632,34700,13180,21520,796,9728,33023,14,2,107153,3696,640,333,12,8,54,56,208,71,180,21
R08219,àÔèÈåß,ãçãvés,84651,41773,42878,82372,40609,41763,10834,5474,5360,48124,24379,23745,24561,11226,13335,11816,5301,6515,1373,511,738,2992,2939,35195,35126,82996,22500,10186,9971,5568,3274,292,128,5892,4798,2402,18,1,0,245,121,0,17,35,598,38,158,107,284,307,117,230,10,116,25151,140,1,0,1363,4186,0,155,797,5728,447,539,581,2729,1414,785,4527,261,1498,411,277,91.2,2.4,31340809,12310929,29814044,9745125,2446941,6396688,7568,5,710,7,227,4473,6,157,2310,1,33,222,101,3,3403,37631,21053,16578,1437,903,534,27292,10357,16935,677,9009,26876,0,1,84913,1002,482,242,15,2,58,43,173,63,235,18
R08220,àÔèÈåß,Ç¬Ç≠ÇŒés,241656,121043,120613,218039,109774,108265,34645,17810,16835,143552,74058,69494,45697,20759,24938,21691,9059,12632,6556,2133,1733,13568,9780,110490,110344,236800,52280,50026,16009,8418,5635,1248,382,28372,24337,8346,60,1,3,991,387,2,136,169,2281,138,456,507,999,714,266,569,39,628,123657,725,1,23,6513,10325,21,2651,4148,23473,2349,2209,21627,10531,4177,7636,14310,364,12574,2986,1793,93.6,6.1,92930992,46718479,88325022,33679605,9932278,12258759,0,26,2521,29,642,10882,13,393,5519,4,293,4216,1324,6,3492,114767,64716,50051,3461,2091,1370,60436,22555,37881,2807,21400,86814,0,1,236842,4134,1695,855,46,11,190,132,1363,226,1542,63
R08221,àÔèÈåß,Ç–ÇΩÇøÇ»Ç©és,156581,79293,77288,152689,77178,75511,19610,10080,9530,93439,49116,44323,40234,18125,22109,20700,8985,11715,1578,1050,1436,4683,5172,66754,66619,153893,39797,21829,15460,8337,6546,630,239,9997,9464,5383,8,1,0,538,389,6,67,144,1451,67,253,186,805,595,192,386,26,269,67361,138,9,0,3563,19350,76,1712,3286,13315,905,918,3022,6093,3103,1069,6328,549,3925,1045,654,96.3,9.6,59753353,25168407,57218343,19245858,9408485,11131077,38251,11,1888,20,509,8326,9,284,4180,0,0,0,0,5,2669,73513,42721,30792,2828,1813,1015,48072,17501,30571,1614,22391,48232,0,3,158695,10869,1144,685,32,6,90,71,206,84,276,23
R08222,àÔèÈåß,é≠ìàés,66950,34434,32516,65143,33613,31530,8142,4099,4043,36902,19857,17045,20737,9819,10918,9677,4316,5361,879,449,779,2240,2182,28318,28268,65133,15679,9681,7384,4252,3391,283,114,10602,7978,2347,5,2,5,390,135,4,11,62,577,41,114,70,338,248,47,156,11,131,29366,169,40,30,3461,8264,228,220,2000,4694,605,425,819,2132,1257,636,3038,262,1086,623,448,92.3,6.2,25113850,11670041,24054905,9587753,2028556,4119265,280067,4,192,12,249,3447,7,170,1933,0,0,0,0,4,2129,29281,17230,12051,1244,788,456,22485,8970,13515,904,9347,18230,11,2,67815,481,439,279,8,4,37,26,102,43,113,18
R08223,àÔèÈåß,í™óàés,27604,13672,13932,27018,13357,13661,2953,1511,1442,15322,7889,7433,9078,4125,4953,4378,1803,2575,342,148,338,582,748,10774,10764,27098,5971,3083,3019,1446,1335,81,41,7140,5012,1262,5,0,3,174,113,0,4,30,336,20,56,47,181,128,33,57,8,67,9353,53,0,24,1050,1556,0,4,551,2368,201,108,253,1008,599,258,695,115,510,729,193,96.4,9.5,13354982,3175996,12457378,4263346,1508641,1363154,84678,0,0,6,107,1265,4,72,633,0,0,0,0,1,383,13027,7273,5754,615,402,213,8937,3380,5557,500,3802,8266,7,1,27998,1836,278,159,4,0,12,17,13,20,23,9
R08224,àÔèÈåß,éÁíJés,68421,34163,34258,67001,33583,33418,10301,5321,4980,41920,21235,20685,15847,7464,8383,6590,2951,3639,1127,557,455,3130,2483,27385,27367,67717,18393,7241,6537,3605,2036,285,80,3571,3364,2131,2,0,0,193,130,3,17,53,488,28,181,101,263,225,141,208,6,92,22582,24,0,0,1092,4032,67,62,1255,4911,453,545,652,2671,1164,890,3307,150,1307,164,182,84.9,3.8,24835356,12162532,22464914,8429718,1937464,3764760,57732,5,1238,10,255,4412,4,117,1862,0,0,0,0,1,679,31791,17996,13795,1314,826,488,19360,7051,12309,276,8177,22924,5,1,68203,0,405,235,11,3,42,39,108,56,182,14
R08225,àÔèÈåß,èÌó§ëÂã{és,39267,19392,19875,38729,19138,19591,3632,1859,1773,20414,10525,9889,14627,6684,7943,7794,3151,4643,243,161,649,736,1048,15643,15596,38129,9241,4245,5014,2536,2309,102,49,34845,13303,1814,21,1,4,297,216,2,3,38,473,28,62,41,147,194,32,121,24,110,15763,480,3,25,1304,4607,135,9,494,2810,301,131,227,941,1219,190,2386,109,392,1782,2001,93.1,8.6,24982198,4947379,22773318,6965516,1690727,2676867,382352,3,160,11,157,1674,4,78,901,0,0,0,0,2,318,18886,10639,8247,740,491,249,13629,5134,8495,1492,5467,11027,25,1,41514,15547,406,119,6,2,24,15,48,20,55,12
R08226,àÔèÈåß,ìﬂâœés,53502,26047,27455,52979,25790,27189,6294,3173,3121,29694,14921,14773,17194,7790,9404,8689,3596,5093,253,302,605,1497,1436,20931,20878,51880,13924,4917,6411,3426,2422,186,72,9782,8194,1851,9,0,2,271,168,1,10,50,466,18,74,56,172,203,40,174,16,121,16728,83,0,9,1589,2517,8,45,1044,3436,261,230,992,1060,794,291,3359,350,660,1291,1066,93.1,3.9,21149527,7158833,20088442,7135206,2069450,2687972,149332,3,302,9,191,2584,5,122,1331,0,0,0,0,2,1358,25507,14078,11429,969,622,347,17499,6527,10972,1165,6075,17271,1,1,54697,4488,386,157,8,3,33,23,56,27,98,8
R08227,àÔèÈåß,í}êºés,100753,50018,50735,97857,48578,49279,11040,5616,5424,56749,29515,27234,32004,14231,17773,15328,6139,9189,2371,552,1235,2106,2383,37491,37409,98352,20695,9816,10245,4687,3892,318,180,20530,19234,4640,52,0,2,632,643,4,16,150,1176,83,176,136,433,455,114,287,27,254,43362,567,0,11,3439,13979,124,116,2882,7913,973,401,788,2467,1624,637,4731,624,2086,2876,1302,93.3,8.7,44040031,15394031,42708578,14263950,5096321,6247423,15834,4,215,20,370,4790,8,220,2606,0,0,0,0,4,2282,48667,27129,21538,2270,1572,698,31658,11725,19933,3516,16546,27081,15,2,104217,14979,889,381,11,5,82,56,141,80,184,24
R08228,àÔèÈåß,ç‚ìåés,52265,26593,25672,49659,25066,24593,5897,2985,2912,30067,16015,14052,15772,7295,8477,7129,2972,4157,2242,251,639,946,1174,18452,18405,51182,9530,4736,4657,2009,1616,170,68,12303,11129,2560,33,0,0,487,435,2,2,112,564,19,75,62,214,215,45,117,19,159,22432,334,0,0,2034,8555,10,8,1976,3445,222,164,170,1174,953,225,1948,275,939,1881,959,95.5,7.2,21626091,7684822,20654523,7269668,2345117,3249948,0,2,185,13,218,2596,4,110,1359,0,0,0,0,3,541,27733,15615,12118,1152,771,381,15107,5821,9286,2928,10509,14260,11,2,53931,1356,444,185,5,2,25,23,47,34,59,9
R08229,àÔèÈåß,àÓï~és,39039,19490,19549,37869,18863,19006,3393,1749,1644,21055,11081,9974,14329,6484,7845,6878,2713,4165,1022,133,625,790,1059,14552,14495,37766,7730,3753,4380,1956,1804,93,62,20581,16116,1692,30,3,3,257,224,0,3,68,473,16,47,29,137,163,21,82,15,121,15142,239,3,37,1209,4636,0,7,1031,3019,161,147,102,896,1192,160,1605,183,515,1989,380,95.5,8.7,22276074,5283452,21174264,6258937,1989206,2944171,145643,4,187,10,146,1527,4,83,810,0,0,0,0,1,512,19362,10954,8408,761,510,251,12897,4790,8107,1557,5960,10591,2,1,39854,5452,392,117,5,1,16,16,34,16,38,5
R08230,àÔèÈåß,Ç©Ç∑Ç›Ç™Ç§ÇÁés,40087,20341,19746,39044,19766,19278,4376,2273,2103,22859,12150,10709,12779,5866,6913,6201,2577,3624,1016,203,538,1140,1392,15271,15230,38789,8783,4177,4197,2015,1565,118,53,15660,9089,1467,23,5,0,229,164,0,5,76,332,10,120,33,103,124,28,87,15,113,14660,152,29,0,1016,4356,0,27,1840,3121,108,294,328,581,673,190,1297,96,552,1594,766,88,9.5,19063179,5747604,18499425,6235342,1531156,1706785,11168,1,147,9,159,1976,4,82,1050,0,0,0,0,1,341,20455,11688,8767,999,656,343,12855,4893,7962,2145,6287,11909,2,2,41888,1061,231,89,4,0,23,15,19,17,22,9
R08231,àÔèÈåß,ç˜êÏés,39122,19359,19763,38722,19152,19570,3985,2100,1885,21579,11235,10344,13423,5933,7490,6491,2474,4017,284,164,558,595,1012,13453,13392,37882,7334,2874,3972,1734,1522,97,51,18006,10610,2027,22,0,2,290,491,1,1,41,528,13,41,34,146,175,26,97,12,107,14572,302,0,8,1087,5097,1,5,738,2938,158,101,119,779,600,135,1828,125,551,1581,859,89.8,7.1,18695206,4784750,17034707,5781084,2007008,1714073,190745,1,58,9,129,1366,4,79,747,1,50,439,245,3,1262,19341,10700,8641,767,551,216,13271,5037,8234,1341,6487,10864,7,0,39692,5908,416,124,3,2,20,21,36,26,45,6
R08232,àÔèÈåß,ê_ê≤és,95454,49407,46047,92441,48036,44405,12569,6411,6158,59856,32296,27560,22162,10100,12062,9868,4009,5859,2656,761,895,3059,3057,40487,40376,94295,21326,14446,7598,3489,3509,467,180,14697,13952,4166,12,9,11,649,298,9,12,294,883,51,313,118,575,354,88,181,14,295,50523,296,373,69,5441,13034,512,136,5102,7769,604,971,1491,4564,1455,405,3674,276,4351,896,246,81.1,5.5,47893940,22094639,44320243,15461190,4805586,7157369,0,4,337,14,347,5166,8,204,2485,0,0,0,0,3,1295,46715,27399,19316,1715,1056,659,23944,8440,15504,2362,17560,25724,4,2,95437,1148,634,438,16,4,38,39,91,48,201,26
R08233,àÔèÈåß,çsï˚és,32185,15971,16214,31252,15481,15771,3215,1624,1591,17362,9084,8278,11604,5260,6344,5740,2235,3505,931,157,572,463,738,11144,11120,31560,5652,2563,3302,1346,1141,81,44,22248,13101,1558,33,2,6,304,196,0,2,48,393,14,28,38,106,143,28,75,20,122,11596,238,12,52,1256,3221,0,14,558,2266,165,72,135,553,725,165,1292,171,701,2378,861,91.3,7.4,17388839,4017184,16716261,4988648,1792896,1681946,127468,3,86,4,101,1448,3,68,750,0,0,0,0,2,947,17584,9853,7731,724,516,208,9987,3611,6376,3923,4971,8590,14,1,34502,15509,323,92,2,1,15,8,32,10,41,8
R08234,àÔèÈåß,ñgìcés,45953,23376,22577,43157,21678,21479,4647,2387,2260,25268,13529,11739,15454,7203,8251,7396,3114,4282,2474,234,632,867,1011,17919,17894,45198,8640,5868,4731,2247,2159,130,72,20760,15160,1627,48,0,1,304,133,1,7,43,434,15,53,41,138,177,26,97,18,91,12186,811,0,3,1515,1837,2,17,630,2991,176,154,325,794,619,113,1459,317,423,2529,772,90.5,8.4,22323839,5276075,20947762,7192341,2194373,2537345,102313,4,161,10,173,2005,5,115,1152,0,0,0,0,2,1586,24004,13466,10538,710,471,239,12249,4709,7540,6646,4689,10827,3,1,48718,16241,355,117,7,2,19,18,24,18,42,8
R08235,àÔèÈåß,Ç¬Ç≠ÇŒÇ›ÇÁÇ¢és,49872,24895,24977,47623,23781,23842,7350,3798,3552,27180,13914,13266,13152,5988,7164,6206,2722,3484,424,428,455,2090,1917,19971,19955,49457,11730,6019,4754,2477,1754,208,89,7916,7346,1398,15,0,0,225,147,0,8,93,305,12,41,58,118,128,46,93,10,99,18647,123,0,0,1232,5532,0,41,2642,2584,110,207,583,883,876,383,1884,134,1433,1392,372,94.2,7.3,19183114,8387606,18674367,6932478,2131338,2621522,1034,4,671,11,248,3814,4,98,1238,0,0,0,0,1,714,24545,13949,10596,768,496,272,13975,4951,9024,875,6541,16185,5,3,51825,7875,236,105,4,0,21,23,17,28,57,17
R08236,àÔèÈåß,è¨î¸ã és,48870,24591,24279,47248,23701,23547,5631,2866,2765,28053,14738,13315,14724,6729,7995,7184,3000,4184,1300,287,629,1586,1825,18407,18322,46863,10750,4889,4919,2456,1893,195,82,14474,11818,1758,40,0,1,296,209,0,0,100,439,25,69,39,118,169,29,98,14,112,21562,866,0,2,1524,6769,0,0,2590,4121,220,302,179,561,867,250,2358,93,860,1737,789,90.2,7.6,26036726,6948109,25094548,7049406,4714271,2861489,17091,7,271,11,181,2382,4,105,1352,0,0,0,0,1,578,25654,14409,11245,858,548,310,13821,5241,8580,2626,7209,14360,4,2,50525,4624,322,95,7,4,20,14,34,20,43,12
R08302,àÔèÈåß,àÔèÈí¨,31401,15563,15838,30780,15216,15564,3271,1716,1555,17040,8870,8170,10983,4920,6063,5431,2189,3242,547,155,417,969,1159,11758,11716,29991,6974,2959,3689,1749,1325,86,54,12158,9484,1188,27,1,1,232,112,0,0,47,321,10,33,25,77,104,23,71,8,96,12994,305,20,2,1216,2047,0,0,789,3345,71,121,118,526,318,1056,2385,122,553,1642,668,85.7,7.6,12765802,3817716,12198762,3977703,1067220,1690561,497,4,233,4,90,1382,2,56,782,0,0,0,0,1,308,16138,8981,7157,663,453,210,10442,3941,6501,2372,3659,9776,1,1,32559,4271,229,58,6,2,18,12,127,21,83,7
R08309,àÔèÈåß,ëÂêÙí¨,15715,7789,7926,14894,7372,7522,1538,780,758,8766,4650,4116,5225,2248,2977,2644,1002,1642,704,71,269,355,432,6596,6581,15320,3586,2210,1848,805,912,30,34,2389,1835,919,1,1,0,89,90,0,4,37,269,9,16,17,186,81,16,49,7,47,8206,7,9,0,486,1429,0,64,541,1300,84,78,1073,1309,356,154,795,48,473,163,65,95.8,5.7,8644742,2803479,8202325,2490372,1110862,936277,7221,3,18,2,48,676,2,46,391,0,0,0,0,1,226,7669,4232,3437,364,246,118,5034,1907,3127,440,1954,5161,1,0,16718,2642,214,114,2,1,10,7,14,8,28,4
R08310,àÔèÈåß,èÈó¢í¨,18097,8913,9184,18027,8892,9135,1559,834,725,9746,4949,4797,6774,3119,3655,3388,1353,2035,66,73,313,347,506,6913,6904,17782,4363,1487,2408,1184,975,55,16,16180,6392,654,8,0,1,133,75,1,1,14,168,5,8,20,40,73,13,38,8,48,4463,78,0,2,573,965,1,1,147,946,41,26,99,137,458,55,662,52,220,1051,672,89.8,10.3,11040219,2017852,9471883,2322520,1251193,1275786,126078,0,0,5,68,712,2,44,428,0,0,0,0,1,92,9346,5220,4126,344,246,98,5827,2095,3732,823,2350,5615,3,1,19412,2440,142,35,2,1,9,7,10,8,15,5
R08341,àÔèÈåß,ìåäCë∫,37891,19240,18651,37289,18898,18391,5399,2816,2583,22581,11874,10707,9517,4307,5210,5115,2290,2825,285,250,352,1265,1171,15429,15383,37146,9688,4614,3578,2017,1368,131,53,3800,3149,1193,6,0,0,160,84,4,14,38,255,9,65,56,179,124,27,87,7,78,17164,38,0,0,1432,2417,412,572,392,2341,156,181,4280,1148,428,198,1774,41,1354,399,321,91.1,4.2,20175602,11125462,19104003,5285175,3547031,3220601,13864,5,468,6,139,2351,2,72,1117,0,0,0,0,1,459,18037,10633,7404,621,381,240,11924,4312,7612,463,4321,12839,1,1,38393,2018,206,136,5,2,16,14,42,18,72,9
R08364,àÔèÈåß,ëÂéqí¨,15736,7692,8044,15654,7669,7985,1183,628,555,7262,3810,3452,7266,3243,4023,3935,1527,2408,82,46,354,250,375,6356,6333,15171,3327,1850,2246,1208,1239,33,17,32576,6644,999,10,0,0,182,98,2,3,13,311,7,24,16,111,96,19,45,12,50,6163,110,0,0,892,1077,2,22,293,1315,69,72,84,603,375,43,922,56,228,947,1078,88.8,3.4,10401187,1781744,9614474,2530623,886519,1006237,265531,1,37,6,73,537,4,62,310,0,0,0,0,1,174,7707,4327,3380,308,215,93,6314,2398,3916,1113,2306,4220,2,0,16828,3354,286,85,1,2,5,7,20,7,17,5
R08442,àÔèÈåß,î¸âYë∫,14602,7479,7123,14283,7345,6938,1472,764,708,8425,4597,3828,4677,2108,2569,2258,905,1353,303,76,192,436,543,5864,5852,14139,3325,1758,1615,757,690,53,32,6661,2936,608,16,0,1,72,52,1,6,19,103,5,15,18,54,144,14,31,4,53,6878,201,0,12,560,1544,5,83,371,601,51,46,74,192,1825,48,675,31,559,315,134,91.9,5.8,6270198,2482479,5910387,1650898,422933,1038770,12412,2,118,3,47,609,1,29,355,0,0,0,0,0,0,7020,4211,2809,302,206,96,4885,1789,3096,410,1885,4518,1,0,15144,507,80,45,1,1,4,5,10,9,15,2
R08443,àÔèÈåß,à¢å©í¨,48553,24237,24316,46989,23468,23521,5983,3067,2916,28352,14624,13728,13360,6018,7342,6370,2638,3732,865,295,538,1984,1522,20225,20188,47330,11413,6743,4944,2441,1994,191,70,7140,5418,1548,18,0,1,176,134,1,10,56,404,12,43,48,189,181,50,108,10,107,18935,140,0,7,910,6288,6,139,815,3388,164,174,789,1510,925,544,2226,193,717,507,358,94.3,4.6,16282701,7939703,15594597,5460892,1706963,2647064,0,3,526,7,158,2510,4,96,1276,0,0,0,0,1,1449,23688,13351,10337,977,632,345,15014,5526,9488,859,6284,16049,3,1,47766,0,341,160,5,2,24,29,173,42,201,8
R08447,àÔèÈåß,âÕì‡í¨,8231,4051,4180,8124,4007,4117,589,303,286,4409,2299,2110,3227,1445,1782,1722,671,1051,107,37,140,153,232,2895,2888,8063,1531,613,961,395,364,25,14,4430,4430,332,10,0,0,69,61,0,0,9,78,1,8,4,15,31,2,13,3,28,3001,184,0,0,336,979,0,0,83,332,4,30,9,39,146,2,691,10,156,678,130,85.3,5.6,4837764,907497,4331778,1173430,436886,394892,0,0,0,0,0,0,0,0,0,1,39,272,148,0,0,4164,2362,1802,228,159,69,2964,1076,1888,591,1183,2316,8,0,8789,772,62,13,0,0,3,2,0,3,0,2
R08521,àÔèÈåß,î™êÁë„í¨,21026,10991,10035,19907,10075,9832,2369,1238,1131,12114,6723,5391,6459,2966,3493,3030,1231,1799,1073,115,264,295,543,7017,6999,20674,3206,1802,1681,673,542,60,40,5899,5689,962,14,0,0,224,155,0,1,45,208,10,16,20,64,73,15,45,11,60,7454,167,0,0,1015,2226,0,4,662,1091,185,52,50,344,229,106,571,57,681,1100,519,98.8,7,9010453,2769206,8681393,2486761,671058,1617245,0,3,381,5,84,996,2,46,545,0,0,0,0,1,590,11454,6777,4677,402,250,152,6173,2368,3805,2202,3735,5035,1,1,22115,1762,157,53,1,1,5,9,7,9,20,6
R08542,àÔèÈåß,å‹â‡í¨,8093,4066,4027,7948,3986,3962,730,379,351,4544,2341,2203,2732,1325,1407,1137,482,655,145,24,128,184,225,2928,2926,7997,1671,680,932,390,333,23,10,2311,2289,452,3,0,0,123,86,1,0,41,72,2,12,9,27,18,6,23,3,26,8195,23,0,0,645,5016,4,0,1151,555,17,54,127,114,30,38,272,21,128,527,171,95.6,8.4,4632886,2372263,4188711,1087755,514031,427368,0,0,0,2,29,349,1,22,170,0,0,0,0,0,0,4279,2417,1862,181,129,52,2436,901,1535,268,1587,2218,3,0,8563,123,49,22,2,0,3,2,2,3,13,2
R08546,àÔèÈåß,ã´í¨,24201,12274,11927,23274,11721,11553,2912,1434,1478,14152,7531,6621,7018,3225,3793,3230,1346,1884,896,140,329,690,696,8722,8709,23926,4598,2310,2133,915,738,90,44,4659,4429,1345,9,0,0,209,211,1,2,44,352,10,65,21,131,118,23,59,9,81,11605,123,0,0,806,3012,98,8,815,2173,136,182,86,683,1078,207,1420,189,589,819,387,92.6,15.2,16985354,3588601,16661678,3267427,1975314,1095967,7118,2,85,5,97,1264,2,53,609,0,0,0,0,1,702,13009,7380,5629,426,273,153,6321,2314,4007,912,4501,6821,2,0,25093,8169,275,110,5,1,13,13,79,18,62,5
R08564,àÔèÈåß,óòç™í¨,15340,7482,7858,15099,7365,7734,1196,603,593,7227,3725,3502,6903,3148,3755,3255,1496,1759,240,33,209,331,383,6258,6245,15104,4144,1426,2739,1515,939,26,17,2486,2428,388,3,0,0,68,27,1,5,7,100,3,10,12,26,47,13,34,4,28,2384,27,0,0,287,443,30,9,53,564,25,21,24,99,99,55,536,25,87,369,133,93.8,1.8,5686666,1347165,5452237,1719577,551640,687459,2231,2,100,3,46,576,1,24,307,0,0,0,0,0,0,6199,3496,2703,430,290,140,6775,2727,4048,289,1439,4455,1,1,15797,306,88,24,2,0,9,4,9,6,8,3
R09201,ì»ñÿåß,âFìsã{és,518757,259616,259141,496912,248770,248142,65253,33320,31933,307157,159790,147367,129853,57282,72571,63423,25554,37869,8003,3731,4828,16185,16078,230841,230546,509379,122506,89232,46480,23337,22945,2453,829,41685,33544,21906,73,6,9,2128,1121,24,228,435,5934,474,1441,1091,2838,2117,806,1672,91,1418,241408,776,23,55,16886,32008,753,4709,11174,54163,8423,5792,8278,22120,11532,7715,26318,2317,28366,3905,1313,94,5.3,223160193,93075369,218569816,81709998,36974541,19293380,597985,28,4702,70,1641,27970,31,995,14706,0,0,0,0,15,16485,226786,129499,97287,8630,5206,3424,136457,48178,88279,5271,57710,155631,18,6,521905,13258,3936,2508,82,26,429,311,1056,415,1264,95
R09202,ì»ñÿåß,ë´óòés,144746,71405,73341,139706,68622,71084,15176,7661,7515,80642,41740,38902,47023,20759,26264,23932,9672,14260,4518,675,1916,2879,3191,61617,61446,140374,35289,20280,16814,8428,8408,480,247,17776,9834,7415,15,0,1,706,1436,6,40,122,1774,102,437,224,826,639,171,511,46,359,63300,172,0,2,3371,17985,129,389,2778,11518,1271,1390,1041,4997,3501,1921,9297,604,2934,939,1048,94,7.3,55079264,19962551,53184390,20633002,6208542,5452136,362462,5,416,22,455,6500,12,283,3683,0,0,0,0,8,5160,69737,38552,31185,3035,1988,1047,48225,18147,30078,1249,24606,42150,18,1,147607,10385,1353,717,19,9,108,83,289,115,309,33
